source,target,weight,type,electrode
e7_t236,e7_t237,0.4,intra,T7
e7_t236,e7_t249,0.2,intra,T7
e7_t248,e7_t249,0.4667,intra,T7
e7_t249,e7_t250,0.3333,intra,T7
e7_t252,e7_t253,0.2667,intra,T7
e7_t253,e7_t254,0.2667,intra,T7
e7_t7,e7_t8,0.4,intra,T7
e7_t8,e7_t9,0.5333,intra,T7
e7_t9,e7_t10,0.3333,intra,T7
e7_t48,e7_t49,0.3333,intra,T7
e7_t49,e7_t50,0.3333,intra,T7
e7_t59,e7_t60,0.3333,intra,T7
e7_t60,e7_t61,0.4,intra,T7
e7_t72,e7_t73,0.4,intra,T7
e7_t91,e7_t92,0.2,intra,T7
e7_t92,e7_t93,0.2667,intra,T7
e7_t93,e7_t94,0.2,intra,T7
e7_t104,e7_t105,0.2667,intra,T7
e7_t105,e7_t106,0.3333,intra,T7
e7_t182,e7_t183,0.2,intra,T7
e7_t183,e7_t184,0.3333,intra,T7
e7_t184,e7_t185,0.4667,intra,T7
e7_t185,e7_t186,0.2667,intra,T7
e7_t191,e7_t192,0.3333,intra,T7
e7_t192,e7_t193,0.2667,intra,T7
e7_t203,e7_t204,0.4,intra,T7
e7_t204,e7_t205,0.3333,intra,T7
e7_t211,e7_t212,0.2,intra,T7
e7_t212,e7_t213,0.2,intra,T7
e7_t219,e7_t220,0.3333,intra,T7
e7_t220,e7_t221,0.3333,intra,T7
e7_t233,e7_t234,0.2667,intra,T7
e7_t250,e7_t251,0.2,intra,T7
e7_t251,e7_t252,0.2,intra,T7
e7_t11,e7_t12,0.4,intra,T7
e7_t12,e7_t13,0.2,intra,T7
e7_t24,e7_t25,0.2,intra,T7
e7_t25,e7_t26,0.3333,intra,T7
e7_t44,e7_t45,0.2667,intra,T7
e7_t53,e7_t54,0.2,intra,T7
e7_t54,e7_t55,0.2,intra,T7
e7_t55,e7_t56,0.3333,intra,T7
e7_t56,e7_t57,0.4,intra,T7
e7_t63,e7_t64,0.2667,intra,T7
e7_t64,e7_t65,0.3333,intra,T7
e7_t65,e7_t66,0.2667,intra,T7
e7_t66,e7_t67,0.2667,intra,T7
e7_t69,e7_t70,0.2667,intra,T7
e7_t108,e7_t109,0.2,intra,T7
e7_t109,e7_t110,0.2,intra,T7
e7_t120,e7_t121,0.2667,intra,T7
e7_t121,e7_t122,0.2667,intra,T7
e7_t152,e7_t153,0.2,intra,T7
e7_t153,e7_t154,0.3333,intra,T7
e7_t164,e7_t165,0.2667,intra,T7
e7_t165,e7_t166,0.2,intra,T7
e7_t187,e7_t188,0.4,intra,T7
e7_t188,e7_t189,0.2667,intra,T7
e7_t199,e7_t200,0.3333,intra,T7
e7_t200,e7_t201,0.3333,intra,T7
e7_t201,e7_t202,0.2,intra,T7
e7_t32,e7_t33,0.2,intra,T7
e7_t45,e7_t46,0.2,intra,T7
e7_t88,e7_t89,0.2667,intra,T7
e7_t89,e7_t90,0.2667,intra,T7
e7_t138,e7_t139,0.2,intra,T7
e7_t139,e7_t140,0.4667,intra,T7
e7_t140,e7_t141,0.4,intra,T7
e7_t10,e7_t11,0.2,intra,T7
e7_t40,e7_t41,0.3333,intra,T7
e7_t41,e7_t42,0.3333,intra,T7
e7_t73,e7_t74,0.2,intra,T7
e7_t157,e7_t158,0.3333,intra,T7
e7_t197,e7_t198,0.2,intra,T7
e7_t217,e7_t218,0.2667,intra,T7
e7_t123,e7_t124,0.4,intra,T7
e7_t124,e7_t125,0.3333,intra,T7
e7_t132,e7_t133,0.2667,intra,T7
e7_t189,e7_t190,0.2,intra,T7
e7_t235,e7_t236,0.2667,intra,T7
e7_t237,e7_t238,0.2667,intra,T7
e7_t247,e7_t248,0.3333,intra,T7
e7_t46,e7_t47,0.2,intra,T7
e7_t47,e7_t48,0.3333,intra,T7
e7_t75,e7_t76,0.4,intra,T7
e7_t117,e7_t118,0.2,intra,T7
e7_t118,e7_t119,0.2667,intra,T7
e7_t125,e7_t126,0.2,intra,T7
e7_t134,e7_t135,0.2,intra,T7
e7_t135,e7_t136,0.2,intra,T7
e7_t136,e7_t137,0.2667,intra,T7
e7_t166,e7_t167,0.3333,intra,T7
e7_t167,e7_t168,0.4,intra,T7
e7_t169,e7_t170,0.3333,intra,T7
e7_t42,e7_t43,0.2667,intra,T7
e7_t43,e7_t44,0.2667,intra,T7
e7_t76,e7_t77,0.2,intra,T7
e7_t186,e7_t187,0.2667,intra,T7
e7_t223,e7_t224,0.2,intra,T7
e7_t224,e7_t225,0.2,intra,T7
e7_t225,e7_t226,0.2667,intra,T7
e7_t254,e7_t255,0.2667,intra,T7
e7_t94,e7_t95,0.2,intra,T7
e7_t113,e7_t114,0.2,intra,T7
e7_t133,e7_t134,0.2,intra,T7
e7_t175,e7_t176,0.2,intra,T7
e7_t229,e7_t230,0.2667,intra,T7
e7_t230,e7_t231,0.2667,intra,T7
e7_t143,e7_t144,0.2667,intra,T7
e7_t144,e7_t145,0.2,intra,T7
e7_t174,e7_t175,0.2,intra,T7
e7_t226,e7_t227,0.2,intra,T7
e7_t227,e7_t228,0.2667,intra,T7
e7_t228,e7_t229,0.2,intra,T7
e7_t218,e7_t219,0.2,intra,T7
e8_t29,e8_t30,0.4,intra,C3
e8_t30,e8_t31,0.2667,intra,C3
e8_t31,e8_t32,0.4667,intra,C3
e8_t37,e8_t38,0.4,intra,C3
e8_t38,e8_t39,0.3333,intra,C3
e8_t39,e8_t40,0.2,intra,C3
e8_t40,e8_t41,0.3333,intra,C3
e8_t41,e8_t42,0.4667,intra,C3
e8_t42,e8_t43,0.4,intra,C3
e8_t43,e8_t44,0.3333,intra,C3
e8_t52,e8_t53,0.3333,intra,C3
e8_t53,e8_t54,0.3333,intra,C3
e8_t54,e8_t55,0.2667,intra,C3
e8_t84,e8_t85,0.2667,intra,C3
e8_t85,e8_t86,0.3333,intra,C3
e8_t86,e8_t87,0.3333,intra,C3
e8_t127,e8_t128,0.2667,intra,C3
e8_t128,e8_t129,0.4,intra,C3
e8_t151,e8_t152,0.3333,intra,C3
e8_t152,e8_t153,0.3333,intra,C3
e8_t153,e8_t154,0.4,intra,C3
e8_t236,e8_t237,0.3333,intra,C3
e8_t237,e8_t238,0.4,intra,C3
e8_t9,e8_t10,0.2667,intra,C3
e8_t32,e8_t33,0.2667,intra,C3
e8_t44,e8_t45,0.3333,intra,C3
e8_t45,e8_t46,0.2667,intra,C3
e8_t46,e8_t47,0.4,intra,C3
e8_t139,e8_t140,0.4,intra,C3
e8_t140,e8_t141,0.2667,intra,C3
e8_t141,e8_t142,0.4,intra,C3
e8_t243,e8_t244,0.2,intra,C3
e8_t244,e8_t245,0.2667,intra,C3
e8_t245,e8_t246,0.3333,intra,C3
e8_t246,e8_t247,0.2667,intra,C3
e8_t247,e8_t248,0.2,intra,C3
e8_t248,e8_t249,0.2667,intra,C3
e8_t249,e8_t250,0.4,intra,C3
e8_t250,e8_t251,0.4667,intra,C3
e8_t106,e8_t107,0.2,intra,C3
e8_t107,e8_t108,0.3333,intra,C3
e8_t108,e8_t109,0.2,intra,C3
e8_t126,e8_t127,0.2,intra,C3
e8_t130,e8_t131,0.2667,intra,C3
e8_t131,e8_t132,0.3333,intra,C3
e8_t132,e8_t133,0.4,intra,C3
e8_t133,e8_t134,0.2667,intra,C3
e8_t134,e8_t135,0.2,intra,C3
e8_t135,e8_t136,0.2,intra,C3
e8_t136,e8_t137,0.3333,intra,C3
e8_t137,e8_t138,0.4,intra,C3
e8_t184,e8_t185,0.3333,intra,C3
e8_t185,e8_t186,0.2667,intra,C3
e8_t191,e8_t192,0.3333,intra,C3
e8_t1,e8_t2,0.3333,intra,C3
e8_t2,e8_t3,0.2,intra,C3
e8_t27,e8_t28,0.2667,intra,C3
e8_t28,e8_t29,0.4,intra,C3
e8_t35,e8_t36,0.2667,intra,C3
e8_t47,e8_t48,0.3333,intra,C3
e8_t48,e8_t49,0.3333,intra,C3
e8_t50,e8_t51,0.3333,intra,C3
e8_t55,e8_t56,0.3333,intra,C3
e8_t56,e8_t57,0.2667,intra,C3
e8_t80,e8_t81,0.3333,intra,C3
e8_t81,e8_t82,0.3333,intra,C3
e8_t92,e8_t93,0.2,intra,C3
e8_t95,e8_t96,0.4,intra,C3
e8_t96,e8_t97,0.4,intra,C3
e8_t113,e8_t114,0.3333,intra,C3
e8_t114,e8_t115,0.3333,intra,C3
e8_t156,e8_t157,0.2667,intra,C3
e8_t171,e8_t172,0.2667,intra,C3
e8_t195,e8_t196,0.2667,intra,C3
e8_t196,e8_t197,0.2667,intra,C3
e8_t220,e8_t221,0.4,intra,C3
e8_t221,e8_t222,0.2,intra,C3
e8_t222,e8_t223,0.3333,intra,C3
e8_t231,e8_t232,0.2667,intra,C3
e8_t4,e8_t5,0.2,intra,C3
e8_t8,e8_t9,0.2,intra,C3
e8_t24,e8_t25,0.2,intra,C3
e8_t25,e8_t26,0.2667,intra,C3
e8_t26,e8_t27,0.2,intra,C3
e8_t34,e8_t35,0.2667,intra,C3
e8_t60,e8_t61,0.2667,intra,C3
e8_t66,e8_t67,0.3333,intra,C3
e8_t69,e8_t70,0.3333,intra,C3
e8_t72,e8_t73,0.4,intra,C3
e8_t78,e8_t79,0.2667,intra,C3
e8_t87,e8_t88,0.2,intra,C3
e8_t88,e8_t89,0.2,intra,C3
e8_t109,e8_t110,0.2,intra,C3
e8_t142,e8_t143,0.3333,intra,C3
e8_t143,e8_t144,0.3333,intra,C3
e8_t144,e8_t145,0.3333,intra,C3
e8_t165,e8_t166,0.2,intra,C3
e8_t167,e8_t168,0.2,intra,C3
e8_t168,e8_t169,0.2,intra,C3
e8_t178,e8_t179,0.4,intra,C3
e8_t179,e8_t180,0.4,intra,C3
e8_t219,e8_t220,0.4667,intra,C3
e8_t233,e8_t234,0.2667,intra,C3
e8_t238,e8_t239,0.2667,intra,C3
e8_t239,e8_t240,0.2667,intra,C3
e8_t241,e8_t242,0.2,intra,C3
e8_t252,e8_t253,0.3333,intra,C3
e8_t253,e8_t254,0.2,intra,C3
e8_t254,e8_t255,0.2667,intra,C3
e8_t6,e8_t7,0.3333,intra,C3
e8_t7,e8_t8,0.2,intra,C3
e8_t13,e8_t14,0.2,intra,C3
e8_t19,e8_t20,0.2,intra,C3
e8_t21,e8_t22,0.2,intra,C3
e8_t36,e8_t37,0.2667,intra,C3
e8_t51,e8_t52,0.2667,intra,C3
e8_t61,e8_t62,0.2667,intra,C3
e8_t64,e8_t65,0.3333,intra,C3
e8_t67,e8_t68,0.4,intra,C3
e8_t68,e8_t69,0.4,intra,C3
e8_t76,e8_t77,0.2,intra,C3
e8_t79,e8_t80,0.2,intra,C3
e8_t89,e8_t90,0.4,intra,C3
e8_t93,e8_t94,0.2667,intra,C3
e8_t94,e8_t95,0.3333,intra,C3
e8_t97,e8_t98,0.4667,intra,C3
e8_t110,e8_t111,0.2667,intra,C3
e8_t112,e8_t113,0.2,intra,C3
e8_t116,e8_t117,0.2,intra,C3
e8_t117,e8_t118,0.2,intra,C3
e8_t119,e8_t120,0.2667,intra,C3
e8_t120,e8_t121,0.2,intra,C3
e8_t145,e8_t146,0.2667,intra,C3
e8_t157,e8_t158,0.2667,intra,C3
e8_t176,e8_t177,0.2,intra,C3
e8_t177,e8_t178,0.3333,intra,C3
e8_t181,e8_t182,0.4,intra,C3
e8_t182,e8_t183,0.4,intra,C3
e8_t186,e8_t187,0.3333,intra,C3
e8_t189,e8_t190,0.2,intra,C3
e8_t190,e8_t191,0.2,intra,C3
e8_t193,e8_t194,0.2667,intra,C3
e8_t200,e8_t201,0.2,intra,C3
e8_t201,e8_t202,0.2,intra,C3
e8_t204,e8_t205,0.2667,intra,C3
e8_t227,e8_t228,0.4,intra,C3
e8_t230,e8_t231,0.2667,intra,C3
e8_t234,e8_t235,0.2,intra,C3
e8_t234,e8_t238,0.2,intra,C3
e8_t251,e8_t252,0.2667,intra,C3
e8_t14,e8_t15,0.2667,intra,C3
e8_t17,e8_t18,0.2667,intra,C3
e8_t18,e8_t19,0.2667,intra,C3
e8_t70,e8_t71,0.2667,intra,C3
e8_t73,e8_t74,0.2,intra,C3
e8_t74,e8_t75,0.2667,intra,C3
e8_t90,e8_t91,0.2667,intra,C3
e8_t98,e8_t99,0.2,intra,C3
e8_t102,e8_t103,0.2,intra,C3
e8_t103,e8_t104,0.2667,intra,C3
e8_t105,e8_t106,0.2,intra,C3
e8_t122,e8_t123,0.2667,intra,C3
e8_t138,e8_t139,0.3333,intra,C3
e8_t148,e8_t149,0.2667,intra,C3
e8_t149,e8_t150,0.2667,intra,C3
e8_t175,e8_t176,0.2,intra,C3
e8_t180,e8_t181,0.2667,intra,C3
e8_t212,e8_t213,0.2,intra,C3
e8_t216,e8_t217,0.2667,intra,C3
e8_t217,e8_t218,0.2,intra,C3
e8_t218,e8_t219,0.2667,intra,C3
e8_t226,e8_t227,0.3333,intra,C3
e8_t228,e8_t229,0.2,intra,C3
e8_t229,e8_t230,0.2667,intra,C3
e8_t11,e8_t12,0.2667,intra,C3
e8_t12,e8_t13,0.2667,intra,C3
e8_t15,e8_t16,0.2,intra,C3
e8_t58,e8_t59,0.2667,intra,C3
e8_t59,e8_t60,0.3333,intra,C3
e8_t71,e8_t72,0.2667,intra,C3
e8_t77,e8_t78,0.3333,intra,C3
e8_t82,e8_t83,0.2,intra,C3
e8_t100,e8_t101,0.2,intra,C3
e8_t111,e8_t112,0.2,intra,C3
e8_t174,e8_t175,0.2,intra,C3
e8_t223,e8_t224,0.2667,intra,C3
e8_t224,e8_t225,0.2,intra,C3
e8_t62,e8_t63,0.2,intra,C3
e8_t65,e8_t66,0.2667,intra,C3
e8_t75,e8_t76,0.2,intra,C3
e8_t161,e8_t162,0.2667,intra,C3
e8_t170,e8_t171,0.2667,intra,C3
e8_t203,e8_t204,0.2,intra,C3
e8_t214,e8_t215,0.2667,intra,C3
e8_t215,e8_t216,0.2667,intra,C3
e8_t118,e8_t119,0.2,intra,C3
e8_t125,e8_t126,0.2,intra,C3
e8_t128,e8_t132,0.2,intra,C3
e8_t160,e8_t161,0.2,intra,C3
e8_t163,e8_t164,0.2,intra,C3
e8_t187,e8_t188,0.2,intra,C3
e8_t188,e8_t189,0.2,intra,C3
e8_t192,e8_t193,0.2,intra,C3
e8_t211,e8_t212,0.2,intra,C3
e9_t101,e9_t102,0.2,intra,CZ
e9_t102,e9_t103,0.2,intra,CZ
e9_t103,e9_t104,0.3333,intra,CZ
e9_t83,e9_t84,0.4,intra,CZ
e9_t84,e9_t85,0.2667,intra,CZ
e9_t85,e9_t86,0.2667,intra,CZ
e9_t86,e9_t87,0.2,intra,CZ
e9_t87,e9_t88,0.2667,intra,CZ
e9_t88,e9_t89,0.2667,intra,CZ
e9_t89,e9_t90,0.2,intra,CZ
e9_t90,e9_t91,0.3333,intra,CZ
e9_t208,e9_t209,0.2667,intra,CZ
e9_t253,e9_t254,0.3333,intra,CZ
e9_t254,e9_t255,0.2,intra,CZ
e9_t6,e9_t7,0.3333,intra,CZ
e9_t7,e9_t8,0.3333,intra,CZ
e9_t8,e9_t9,0.4,intra,CZ
e9_t9,e9_t10,0.3333,intra,CZ
e9_t23,e9_t24,0.2,intra,CZ
e9_t48,e9_t49,0.4,intra,CZ
e9_t49,e9_t50,0.2667,intra,CZ
e9_t50,e9_t51,0.2,intra,CZ
e9_t51,e9_t52,0.2667,intra,CZ
e9_t57,e9_t58,0.2667,intra,CZ
e9_t58,e9_t59,0.2,intra,CZ
e9_t59,e9_t60,0.2667,intra,CZ
e9_t60,e9_t61,0.4,intra,CZ
e9_t63,e9_t64,0.5333,intra,CZ
e9_t64,e9_t65,0.4,intra,CZ
e9_t92,e9_t93,0.2,intra,CZ
e9_t93,e9_t94,0.2,intra,CZ
e9_t94,e9_t95,0.2667,intra,CZ
e9_t104,e9_t105,0.4,intra,CZ
e9_t105,e9_t106,0.3333,intra,CZ
e9_t106,e9_t107,0.2667,intra,CZ
e9_t116,e9_t117,0.2667,intra,CZ
e9_t117,e9_t118,0.4,intra,CZ
e9_t140,e9_t141,0.2667,intra,CZ
e9_t141,e9_t142,0.2667,intra,CZ
e9_t142,e9_t143,0.3333,intra,CZ
e9_t153,e9_t154,0.2667,intra,CZ
e9_t228,e9_t229,0.2,intra,CZ
e9_t229,e9_t230,0.3333,intra,CZ
e9_t119,e9_t120,0.3333,intra,CZ
e9_t245,e9_t246,0.3333,intra,CZ
e9_t246,e9_t247,0.2667,intra,CZ
e9_t247,e9_t248,0.2667,intra,CZ
e9_t248,e9_t249,0.2667,intra,CZ
e9_t249,e9_t250,0.5333,intra,CZ
e9_t250,e9_t251,0.5333,intra,CZ
e9_t251,e9_t252,0.4667,intra,CZ
e9_t252,e9_t253,0.2667,intra,CZ
e9_t20,e9_t21,0.2,intra,CZ
e9_t21,e9_t22,0.3333,intra,CZ
e9_t22,e9_t23,0.4,intra,CZ
e9_t130,e9_t131,0.2,intra,CZ
e9_t131,e9_t132,0.2,intra,CZ
e9_t132,e9_t133,0.2667,intra,CZ
e9_t133,e9_t134,0.2667,intra,CZ
e9_t134,e9_t135,0.2667,intra,CZ
e9_t135,e9_t136,0.2667,intra,CZ
e9_t136,e9_t137,0.4,intra,CZ
e9_t137,e9_t138,0.2,intra,CZ
e9_t138,e9_t139,0.2667,intra,CZ
e9_t139,e9_t140,0.2667,intra,CZ
e9_t157,e9_t158,0.2667,intra,CZ
e9_t160,e9_t161,0.2667,intra,CZ
e9_t162,e9_t163,0.2667,intra,CZ
e9_t163,e9_t164,0.2,intra,CZ
e9_t164,e9_t165,0.2,intra,CZ
e9_t165,e9_t166,0.2,intra,CZ
e9_t166,e9_t167,0.2,intra,CZ
e9_t168,e9_t169,0.2,intra,CZ
e9_t169,e9_t170,0.2,intra,CZ
e9_t195,e9_t196,0.3333,intra,CZ
e9_t196,e9_t197,0.4,intra,CZ
e9_t197,e9_t198,0.2,intra,CZ
e9_t242,e9_t243,0.4667,intra,CZ
e9_t243,e9_t244,0.2,intra,CZ
e9_t10,e9_t11,0.2667,intra,CZ
e9_t11,e9_t12,0.2,intra,CZ
e9_t17,e9_t18,0.2667,intra,CZ
e9_t18,e9_t19,0.2667,intra,CZ
e9_t25,e9_t26,0.2,intra,CZ
e9_t28,e9_t29,0.4,intra,CZ
e9_t29,e9_t30,0.4,intra,CZ
e9_t33,e9_t34,0.2,intra,CZ
e9_t34,e9_t35,0.2667,intra,CZ
e9_t35,e9_t36,0.3333,intra,CZ
e9_t36,e9_t37,0.2,intra,CZ
e9_t37,e9_t38,0.2667,intra,CZ
e9_t38,e9_t39,0.2667,intra,CZ
e9_t43,e9_t44,0.3333,intra,CZ
e9_t44,e9_t45,0.4,intra,CZ
e9_t45,e9_t46,0.2,intra,CZ
e9_t53,e9_t54,0.2667,intra,CZ
e9_t54,e9_t55,0.3333,intra,CZ
e9_t55,e9_t56,0.2,intra,CZ
e9_t56,e9_t57,0.2667,intra,CZ
e9_t62,e9_t63,0.2667,intra,CZ
e9_t65,e9_t66,0.3333,intra,CZ
e9_t66,e9_t67,0.2,intra,CZ
e9_t67,e9_t68,0.4667,intra,CZ
e9_t109,e9_t110,0.2667,intra,CZ
e9_t113,e9_t114,0.2,intra,CZ
e9_t118,e9_t119,0.2667,intra,CZ
e9_t123,e9_t124,0.2667,intra,CZ
e9_t124,e9_t125,0.3333,intra,CZ
e9_t125,e9_t126,0.2667,intra,CZ
e9_t126,e9_t127,0.2667,intra,CZ
e9_t143,e9_t144,0.3333,intra,CZ
e9_t144,e9_t145,0.2,intra,CZ
e9_t146,e9_t147,0.2667,intra,CZ
e9_t151,e9_t152,0.2667,intra,CZ
e9_t152,e9_t153,0.2,intra,CZ
e9_t155,e9_t156,0.2,intra,CZ
e9_t178,e9_t179,0.3333,intra,CZ
e9_t181,e9_t182,0.2667,intra,CZ
e9_t200,e9_t201,0.2,intra,CZ
e9_t201,e9_t202,0.2667,intra,CZ
e9_t222,e9_t223,0.4667,intra,CZ
e9_t223,e9_t224,0.3333,intra,CZ
e9_t224,e9_t225,0.2667,intra,CZ
e9_t225,e9_t226,0.2667,intra,CZ
e9_t230,e9_t231,0.3333,intra,CZ
e9_t231,e9_t232,0.2667,intra,CZ
e9_t0,e9_t1,0.2667,intra,CZ
e9_t1,e9_t2,0.4,intra,CZ
e9_t4,e9_t5,0.2,intra,CZ
e9_t19,e9_t20,0.2,intra,CZ
e9_t24,e9_t25,0.2,intra,CZ
e9_t40,e9_t41,0.2,intra,CZ
e9_t41,e9_t42,0.3333,intra,CZ
e9_t47,e9_t48,0.2,intra,CZ
e9_t61,e9_t62,0.4,intra,CZ
e9_t68,e9_t69,0.4667,intra,CZ
e9_t72,e9_t73,0.2667,intra,CZ
e9_t74,e9_t75,0.3333,intra,CZ
e9_t77,e9_t78,0.2,intra,CZ
e9_t95,e9_t96,0.2,intra,CZ
e9_t96,e9_t97,0.3333,intra,CZ
e9_t110,e9_t111,0.2667,intra,CZ
e9_t127,e9_t128,0.2667,intra,CZ
e9_t147,e9_t148,0.2667,intra,CZ
e9_t150,e9_t151,0.2,intra,CZ
e9_t156,e9_t157,0.2,intra,CZ
e9_t167,e9_t168,0.2,intra,CZ
e9_t170,e9_t171,0.2667,intra,CZ
e9_t177,e9_t178,0.3333,intra,CZ
e9_t179,e9_t180,0.3333,intra,CZ
e9_t184,e9_t185,0.2667,intra,CZ
e9_t185,e9_t186,0.2,intra,CZ
e9_t186,e9_t187,0.2,intra,CZ
e9_t188,e9_t189,0.3333,intra,CZ
e9_t189,e9_t190,0.2667,intra,CZ
e9_t192,e9_t193,0.2,intra,CZ
e9_t198,e9_t199,0.2667,intra,CZ
e9_t202,e9_t203,0.2,intra,CZ
e9_t203,e9_t204,0.2,intra,CZ
e9_t205,e9_t206,0.3333,intra,CZ
e9_t206,e9_t207,0.3333,intra,CZ
e9_t216,e9_t217,0.4667,intra,CZ
e9_t217,e9_t218,0.4,intra,CZ
e9_t219,e9_t220,0.3333,intra,CZ
e9_t232,e9_t233,0.3333,intra,CZ
e9_t239,e9_t240,0.2667,intra,CZ
e9_t240,e9_t241,0.2,intra,CZ
e9_t241,e9_t242,0.2,intra,CZ
e9_t15,e9_t16,0.2,intra,CZ
e9_t42,e9_t43,0.3333,intra,CZ
e9_t69,e9_t70,0.2667,intra,CZ
e9_t71,e9_t72,0.4667,intra,CZ
e9_t75,e9_t76,0.2667,intra,CZ
e9_t76,e9_t77,0.2,intra,CZ
e9_t82,e9_t83,0.2,intra,CZ
e9_t111,e9_t112,0.2,intra,CZ
e9_t120,e9_t121,0.2667,intra,CZ
e9_t128,e9_t129,0.2,intra,CZ
e9_t148,e9_t149,0.2,intra,CZ
e9_t176,e9_t177,0.2,intra,CZ
e9_t180,e9_t181,0.2,intra,CZ
e9_t183,e9_t184,0.2,intra,CZ
e9_t204,e9_t205,0.2667,intra,CZ
e9_t207,e9_t208,0.2667,intra,CZ
e9_t211,e9_t212,0.2,intra,CZ
e9_t212,e9_t213,0.2667,intra,CZ
e9_t220,e9_t221,0.2667,intra,CZ
e9_t233,e9_t234,0.2667,intra,CZ
e9_t234,e9_t235,0.2667,intra,CZ
e9_t235,e9_t236,0.2,intra,CZ
e9_t238,e9_t239,0.2,intra,CZ
e9_t11,e9_t15,0.2,intra,CZ
e9_t14,e9_t15,0.2667,intra,CZ
e9_t97,e9_t98,0.2667,intra,CZ
e9_t100,e9_t101,0.2667,intra,CZ
e9_t226,e9_t227,0.2,intra,CZ
e9_t2,e9_t3,0.2667,intra,CZ
e9_t187,e9_t188,0.2,intra,CZ
e9_t13,e9_t14,0.2,intra,CZ
e9_t171,e9_t172,0.2667,intra,CZ
e9_t70,e9_t71,0.2,intra,CZ
e10_t39,e10_t40,0.3333,intra,C4
e10_t40,e10_t41,0.4,intra,C4
e10_t41,e10_t42,0.6,intra,C4
e10_t59,e10_t60,0.2667,intra,C4
e10_t60,e10_t61,0.2667,intra,C4
e10_t71,e10_t72,0.2,intra,C4
e10_t72,e10_t73,0.3333,intra,C4
e10_t124,e10_t125,0.4667,intra,C4
e10_t27,e10_t28,0.3333,intra,C4
e10_t28,e10_t29,0.3333,intra,C4
e10_t76,e10_t77,0.3333,intra,C4
e10_t194,e10_t195,0.2,intra,C4
e10_t211,e10_t212,0.2667,intra,C4
e10_t213,e10_t214,0.2667,intra,C4
e10_t214,e10_t215,0.2,intra,C4
e10_t215,e10_t216,0.2,intra,C4
e10_t216,e10_t217,0.3333,intra,C4
e10_t217,e10_t218,0.3333,intra,C4
e10_t218,e10_t219,0.3333,intra,C4
e10_t227,e10_t228,0.2667,intra,C4
e10_t228,e10_t229,0.2667,intra,C4
e10_t229,e10_t230,0.3333,intra,C4
e10_t29,e10_t30,0.3333,intra,C4
e10_t30,e10_t31,0.2667,intra,C4
e10_t31,e10_t32,0.5333,intra,C4
e10_t37,e10_t38,0.4,intra,C4
e10_t38,e10_t39,0.4,intra,C4
e10_t42,e10_t43,0.4667,intra,C4
e10_t49,e10_t50,0.2667,intra,C4
e10_t50,e10_t51,0.2667,intra,C4
e10_t51,e10_t52,0.3333,intra,C4
e10_t52,e10_t53,0.2,intra,C4
e10_t53,e10_t54,0.2667,intra,C4
e10_t83,e10_t84,0.2,intra,C4
e10_t85,e10_t86,0.2,intra,C4
e10_t86,e10_t87,0.2,intra,C4
e10_t87,e10_t88,0.2667,intra,C4
e10_t88,e10_t89,0.2667,intra,C4
e10_t89,e10_t90,0.3333,intra,C4
e10_t100,e10_t101,0.3333,intra,C4
e10_t101,e10_t102,0.2667,intra,C4
e10_t123,e10_t124,0.2,intra,C4
e10_t125,e10_t126,0.4,intra,C4
e10_t126,e10_t127,0.2667,intra,C4
e10_t135,e10_t136,0.3333,intra,C4
e10_t136,e10_t137,0.4667,intra,C4
e10_t137,e10_t138,0.4,intra,C4
e10_t220,e10_t221,0.3333,intra,C4
e10_t221,e10_t222,0.3333,intra,C4
e10_t222,e10_t223,0.2,intra,C4
e10_t223,e10_t224,0.3333,intra,C4
e10_t231,e10_t232,0.4,intra,C4
e10_t233,e10_t234,0.3333,intra,C4
e10_t234,e10_t235,0.2667,intra,C4
e10_t235,e10_t236,0.3333,intra,C4
e10_t11,e10_t12,0.3333,intra,C4
e10_t12,e10_t13,0.4,intra,C4
e10_t23,e10_t24,0.2,intra,C4
e10_t24,e10_t25,0.2667,intra,C4
e10_t25,e10_t26,0.2,intra,C4
e10_t32,e10_t33,0.4667,intra,C4
e10_t33,e10_t34,0.3333,intra,C4
e10_t34,e10_t35,0.2,intra,C4
e10_t58,e10_t59,0.2,intra,C4
e10_t110,e10_t111,0.2667,intra,C4
e10_t111,e10_t112,0.2,intra,C4
e10_t155,e10_t156,0.2,intra,C4
e10_t156,e10_t157,0.2,intra,C4
e10_t157,e10_t158,0.3333,intra,C4
e10_t169,e10_t170,0.2,intra,C4
e10_t170,e10_t171,0.2667,intra,C4
e10_t188,e10_t189,0.4667,intra,C4
e10_t189,e10_t190,0.4,intra,C4
e10_t92,e10_t93,0.2,intra,C4
e10_t103,e10_t104,0.2667,intra,C4
e10_t104,e10_t105,0.2667,intra,C4
e10_t108,e10_t109,0.3333,intra,C4
e10_t151,e10_t152,0.2,intra,C4
e10_t152,e10_t153,0.2667,intra,C4
e10_t153,e10_t154,0.4667,intra,C4
e10_t187,e10_t188,0.2667,intra,C4
e10_t196,e10_t197,0.2,intra,C4
e10_t197,e10_t198,0.2667,intra,C4
e10_t198,e10_t199,0.2,intra,C4
e10_t200,e10_t201,0.3333,intra,C4
e10_t201,e10_t202,0.4,intra,C4
e10_t202,e10_t203,0.2,intra,C4
e10_t247,e10_t248,0.2,intra,C4
e10_t248,e10_t249,0.3333,intra,C4
e10_t249,e10_t250,0.2667,intra,C4
